e4460934 AFKDetection2
6104a27d ItemsRolesPerRow
39648078 IvernPromo
a639a645 KDAObjectivesDisplay
6815c86c Key
c82fcdcf KillingSpreeCount
0a205249 KnockBackIcon
acfd61e7 KnockUpIcon
ffd37604 LOSNavGridAccurate
f69717fd Label
fbda7624 Label1
df6c5fec Label1TraKey
feda7add Label2
5e18ee95 Label2TraKey
e338cf28 LabelHoverColor
ca0e79b5 LabelTraKey
bdda148a Labels
ee4fc60b LastItemPadding
8fb7915f Layers
9d5bd447 LayoutType
f221fb31 LeftIcon
10bc0088 LevelDodge
7b0cab18 LevelFiveIcon
3f5fa588 LevelFourIcon
4afcbc96 LevelOneIcon
77acee55 LevelSpellEffectiveness
e29c2eca LevelThreeIcon
b774f395 LevelTraKey
de9f3f0c LevelTwoIcon
eb079194 LimitedTournamentPause
53e09c75 LineMissileDelayDestroyAtEndSeconds
db386b37 LineMissileTimePulseBetweenCollisionSpellHits
7d4f3ccc LingerErosionDriveCurve
6861179c LingerRotation0
7d8eb884 LingerScale0
6f54bcfa ListName
4102143e LiveUpdate
19d25270 LoadLuaFilesFromWad
554903f4 LoadingIndicator
8c91139b LoadoutType
88b8380c LoadoutsButtonData
32c274bd LobbyCloseButton
d4cfe813 LobbyMusicState
d368581c LocalThemeMusic
f7cb2205 LocationName
7fb0bd0a LockButton
1789de82 LockedHoverIcon
d0fc26f2 LockedIcon
33b79d3d LogLargePacketGaps
ddef486b Loop
bd3842ad Lore2
864c2489 LostExpText
88d0d9d9 LostRatingText
3386138c LuaMathExceptionRemoval
2b213e36 LuaVec3ErrorIsError
00758e29 MagicPenetration
b6f318ee MagicResist
022e368c MagicalDamage
71e55eed MagicalDamageCritical
47482875 Magnitude
cad3c552 MainViewPaneDefinition
29fef316 MakeLowerPriorityEventsObsolete
541e7ba7 ManaDamage
0e9d23cc ManaHeal
dfa2efb1 Map
dcd3b0f0 MapContainerLocations
58eccfa6 MapInclusions
16c4756a MapName
1ee02108 MapParticleName
d7713c7b Margin
ba74d8b8 MaskTexture
674d0562 MatchingCategories
427b6d68 MaxDisplayTime
80ba1308 MaxSize
a7e69fc7 MaxSlowDoesntRoot
c6fa1b5d MaximumRateByVelocity
60a88bed MaximumSaturation
ab25c5d9 MaximumShopScale
6e341eba MessageDisplayData
dfeb330c MessageDuration
16fdee90 MicVolumeSliderBar
2a96f3b9 MicVolumeText
10d642fd MilestoneData
3e3476ec MilestoneDisplayTime
24bbeea0 MilestoneIntroTime
7d9a7fa0 MilestoneOtherIntroTime
2e4f3782 MilestoneSelfIntroTime
cc43d635 MilestoneTraKey
b5ffa4b5 MilestoneTransitionIn
2fea169e MilestoneTransitionOut
5385fe0a Milestones
7c8c08dc MinAnnouncementDuration
2728b48e MinDisplayTime
c4ecff00 MinLevelUpLevel
3a140495 MinResolution
4d3600d7 MinScale
8a8a009a Mini
899b4349 MinimumAlpha
d46d1893 MinimumSaturation
49f5a823 MinimumShopScale
b63f4306 MinionLevelEvents
25d596de MinionsGainBaseMoveSpeedAtTwenty
03f9495d MissileAccel
ec5cf21a MissileFixedTravelTime
0bb5d83b MissileGravity
895034d6 MissileMaxSpeed
4566e290 MissileMinSpeed
90909f24 MissileOwnInstanceVars
862ad05d MissileStartTimeAccountsForCastTime
83398c84 MissileTransitionSpecs
ec323bfe MissionsButton
f855908d ModeInclusions
ca685705 ModeSelectCustomButtonData
e3c0464f ModeSelectDefaultButtonData
129437e7 ModulePreloads
0b088e38 MomentOfDeathStructures
ad3a9f6c MomentsUI
7c0e8d36 MonsterDataTableId
c6f52794 Moonlight
13c8cdf7 MoreAccurateBuffTimeouts
d84e3078 MouseDownEvent
84b6cf03 MouseUpEvent
9f49799f MoveSpeed
e24cb0da MovementCharmIcon
f07f296f MovementFearIcon
9fe1a486 MovementLossIcon
747de4f8 MovementSlowIcon
69fa7b5d MovementTauntIcon
3807e16b MovingTowardEnemyActivationAngle
57b05d58 Multistrike
08344846 MultistrikeFast
b8c3b1bd MultistrikeSlow
cf093b49 Mutator
87450a1e MutatorOverrides
de195190 MuteButton
a46f5d3a MuteButtonTemplate
b383187d MuteOption
09b22f41 MythicFrameIcon
976c1c18 MythicPurchaseableVfx
c187dd64 MythicPurchasedVfx
d5ced975 NameText
6194e22e NameTraKey
f7197db9 NavGridPath
6d13b0ea NavigationGridOverlays
a4f18095 Nearsighted
757cbb5b Negate
291bad0a NewActorStuckPathfinding
4c8d4f60 NewDeathSFX
1064f0af NewLoadingScreen
e05a87fa NewSpellCastFlow
4a5c426d NewSpellCastFlowAutoAttack
4b3bb133 NewSpellCastFlowInstant
fb30e485 NewSpellCastFlowLaunchAttack
2246ace9 NewSpellCastFlowNormal
7cb20329 NewSpellCastFlowSpellCastAns
489b925d NewSpellCastFlowTargetInRange
c4b0866a NewSpellScript
fb0e7215 NewTowerFortification
930970c7 NewTurretLogic
4830d8fb NonDispellable
ada7afdb None
edec2e12 NotFacingMovementWhenCasting
9e17f690 NumberOfFramesPerRowInAtlas
0a9ead90 NumberStyleTotalAndFormula
e8861857 NumberStyleTotalAndScalingIcons
bc2f6bda OMW
1d6c2736 OffsetRegion
f13551e5 OnHit
9ebb4ce3 OnKillEventSteal
9445308c OnPreDamagePriority
84e7e74a OnSelectionEvent
f6c872b1 OpenTeamPlannerButtonDefinition
533e8106 Operation
19b3476e OptimizedDecalProjection
01b3828f OptimizedShadowBlur
c87d8df5 Other
6ff3efe0 OtherIcon
8e0bb53d OutEase
4ed0f3a5 OutIndex
93f58be6 OutKey
d78001b6 OutSize
8e81576e OutTime
a69fdb94 OutValue
695012cc OutWasFound
46842bc8 OutputParameters
534a0939 OverriddenFloatingTextTypes
700da2ae OverriddenToggles
96ae74c7 OverridePARColor
5a060901 OvershootDistance
9f992dc1 PARFadeColor
e6179a4a PARHasRegenText
5cd011f2 PARIncrements
4644cba4 PARMaxSegments
f218f6ff PARPerLevel
95cb6076 PARRegenPerLevel
ccfa9440 PARType
b796acb9 PackAllDataIntoWadFile
857aeb96 PageLeftButtonDefinition
186d4ed9 PageRightButtonDefinition
5a5786ce PaginateTraitButtonTemplate
056df716 PaletteTextureAddressMode
e9631655 PanelSceneHandle
7c44cff8 ParameterData
e3fe3059 ParentList
8a8743bf Particle
368b3015 ParticlePreloads
a42ed7f4 PathTargetPosition
e4bf75ab PathfindingV2
7f81a49d PauseOnEnd
3ee7119e PenetrationAppliesToTurrets
5753b933 PercentMPPoolMod
38cc8288 PercentMPRegenMod
b779205d PercentOmnivampMod
1c17c0d1 PercentPhysicalVampMod
9f1386b1 PercentageChance
b60e6a51 PersistsThroughDeath
d31c70d2 PersonalBestIntroTime
f1ed03d1 PhysicalDamage
9343f6f4 PhysicalDamageCritical
695b5cd0 PinButton
68151ff1 PingAbilityIcons
7201bb23 PingMuting
4d529c93 PlacementTextRight
d37fa39a PlatformMask
4d12bc08 PlayAgainButtonDefinition
82b9c360 PlayGameButtonDefinition
8e058751 PlayIdleAnimation
013359d0 PlayerGrid
d0d30c2a PlayerMinion
12d98154 PlayerSlotData
c30f3060 PlusIcon
c2c92932 Polymorphed
3023effb PopularIcon
c6247c5d PopupMessages
3018b0da Portrait
f2c13b77 PortraitIcon
8b376269 PostAttackMoveDelay
98195bc5 PostponeTargetSpellOrders
9386b547 PracticeToolDPS
db586aaf PracticeToolLastHit
49f84484 PracticeToolTotal
0232d383 Prefab
ebf6f72a PreferBlndToGDS
10210ecf PreferLegacyClocks
06b76093 PreferNonDeterministicRandom
00154906 PreloadData
6faefc1d PreloadResourceName
9a05d1e0 PrestigeCrests
a97790c4 PrimalFury
cb9f11d2 PrimaryAbilityResourceBar
159dd1a8 PromoController
3f3b1eee PromoteAccountButton
52fd4a5b PropName
a819195c ProvisionalTextRight
12afd903 PublicName
6256421a PulseEndColor
baf34791 PulseStartColor
1ea9b65b PurchaseButtonDefinition
b2c87912 PurchasedOverlay
cdbc1b2a QuestComplete
0b13c31a QuestReceived
61e9d8d8 QuickBuyIconDefinition
51b70b0f QuitButtonDefinition
7eb2af0c Rage
20404526 RankIconData
9ea4e8e0 RankText
d029f9a7 RareGameIconFull
6af83b9b RareGameIconLit
97d9b2ce RareGameIconUnlit
33064c6a RarityFrameCommon
45172fe2 RarityFrameEpic
c55abad0 RarityFrameLegendary
388a537c RatedIconData
d1248770 ReadyCheckAcceptButton
82eb70fe ReadyCheckDeclineButton
9ee69c19 RecItemsOnServer
b837c165 RecItemsSwaps
7722a5c2 RecentlyChangedIcon
8dcbab01 RecipeItems
64806c29 ReconnectScriptsWhilePaused
0c263131 RedTeamElementSelectedColor
af1fcb6f RedeTeamElementUnselectedColor
92fc4077 ReduceClientCameraReplication
caa4adcf ReflectionFresnelBlue
cf0fb7aa ReflectionFresnelGreen
25e2e9fa ReflectionFresnelRed
021066de RegaliaTrim
031afe7d Region
f762be03 RemoveNullRepMrgTemp
5a4c5648 RenderComponent
c2ad8ed4 RenderMiniMapToTexture
3bf05b38 RenderUIPingMenu
55783ab4 RequiredItems
8f1c5d53 RerollButton
58322317 ResizeDragRegion
be61dfc0 RestoreLuaStackAfterException
0a377624 Result
5e3d1c98 Resurrecting
93ee4daa RetryFailedSpellLoad
d9ecc0a5 RiftHeraldUpdate
7a865b10 RightIcon
a55a6b7c RolloverEvent
bbf7c1da RootNodes
a0c57a4c Rooted
2a37b398 Rows
b4b9db47 RunPlaybackSpeedForTransitions
cf33bdd7 SamplerData
1266affc SaveButton
07996271 ScalePlaySpeedNameAnimation
a02e81c2 Scaling
55e4bf6c ScalingConfig
2063cb13 Scene
61a1934d SceneChat
aae83c5b SceneData
87ef0b13 SceneTransitionIn
8570b380 SceneTransitionOut
d22f9095 Score
788c1f81 ScoreDarkStar
21de82da ScoreProject0
22de846d ScoreProject1
631b482e ScreenOffset
d2538e5a ScriptData
88668caa ScriptDataObjectLists
69400df7 ScriptHistoryIsAStack
3c99e7ed SearchIconDefinition
cb7a6a6b SearchViewPaneDefinition
26e561fa SecondaryAbilityResourceBar
8fd9f6e7 SecondaryEpicness
5161d08f Segments
6217a7bf SelectedClickedStateElements
bb93399a SelectedHoverStateElements
9c515f95 SelectedIcon
e71785a8 SelectedVfx
8a3aa07b SelectivelyClearActiveSpellOnTargetInRange
645ba277 Self
0708c71e SelfMagicalDamageCounter
123457f2 SelfMitigationLog
4f561671 SelfPhysicalDamageCounter
c535a9cb SelfSlot
92ac539a SelfTrueDamageCounter
595071d4 SellButtonDefinition
3c43ef68 Sequence
1941e0d6 SequentialAutoAttackAnimations
47061567 ServerSendRevealToCastTargets
22c5e738 SetDestroyedInFlightWhenDestroyedForTarget
68c3f356 SetManually
337519b0 Shield
e8373186 ShieldBonusDamage
ca073dd7 ShopExtendedTooltip
1732b0f4 ShopUndoRulesSpike
42076e94 ShowInLolGame
442474e9 ShowInLolReplay
420c4abd ShowInTftGame
1dde7980 ShowInTftReplay
99056909 ShowMinimapIconBorders
e4fd9145 ShowOn
48261632 ShowOnPlatform
c7e4b297 ShowPAR
790c294e Shuffle
739daafc SignOutButton
b2eeb038 Silenced
336b65b8 Skin
62439ca0 SkinData
bc59324a SkinFilter
7b34fa25 SkinID
0e461aec SkipDrawToonInking
025ebeb6 SliderClickedState
3da59d59 SliderHitRegion
37dd352b SliderKey
366ba559 SlotType
3eec020d SortedByKeys
ebac5e4c SoulGivenOnDeath
0262b4a7 SoundEventName
6cfc6633 SoundKey
a059ebf8 SoundOnActivate
03406fbb SoundOnDeActivate
7e67db69 SourceIcon
f6647cd6 SourceResolutionWidth
462ba792 SourceResolver
d940d530 Special
afadcb3f SpecialOfferButtonDefinition
fbd72d16 SpecialOfferController
a3b8a1a8 SpectatorSoundKey
96a3b0a9 SpeedDegrees
81e35eaf SpellDamageRatio
52fde74f SpellDataValues
da510d6f SpellFXOverrideSkins
164a99e3 SpellPreloads
8b2a728d SpellToggleSlot
e7fa2b10 SpellVOOverrideSkins
a3bd0d60 SplineInfo
18685ca4 SponsorMaterial
d81f2eaf SponsorTexturePath
67642e99 SpotMODChampions
2c59f278 SpotMODDragonAndSpider
38ab5e51 SpotlightDeathVFX
c2067b80 SpotlightEOGStatsLogging
bd04b6be SpotlightHealthbar
dea2ae01 SquareIconTexturePath
85f5e202 SruRiftHerald
ee2b8eac StacksExclusive
796f0c37 StandaloneLoadoutIcon
431c9a7a StandaloneLoadoutsIcon
f97c4fb3 StandaloneLoadoutsLargeIcon
30590198 StarShardsButton
652b04df Start
62246441 StartingJointForTrailFollowTEMP
e84fe8d3 StatComponents
fbefb0a6 StatFilters
b3db383c StatFormulas
06583366 StatStoneMilestoneData
59939874 StickyDrag
daf2f7a2 StopAttackVerifiesSpell
d5241087 StoreButtonDefinition
6fe9cf64 StoreCategoryButtonDefinitions
6e720d2b String1
6f720ebe String2
67a830a4 Stunned
ac307ed6 Style
a77beff4 SubmitButtonDefinition
8e38f1e8 SummonerEmotesV2
e04e3f61 Sun
087253d7 Suppressed
8bddc3a9 SuppressionIcon
bedae0ce SwapData
99f9c59d TEMP_RenderThisSkinWithMaterials
357f3c83 TFTUnitLabel
3bae3969 TabButtonDefinition
e2db859f TabNameTraKey
4a9c9bdf Table
8799ac14 TableValue
0c1dcd2d Tabs
e66467df TargetObject
2d8bf2fb TargetPosition
832871a2 Taunted
a2fd7d0c Team
cf4eea7a TeamFightData
0559e95d TeamPlannerButtonDefinition
c2e98f06 TerrainPaintTexturePath
d641623f TexSize
bee64fd1 TexU
bbe64b18 TexV
eec29756 TextElement
15acf82a TextField
6c4123a5 TextKey
ce1d60e6 TextTraKey
e502c1dc TextureData
e2fed020 TextureUs
eb011b4f TextureVs
a8dc4ac3 TftGameType
5595d8b2 ThemeMusicState
d1bbe145 ThemeMusicStateGroup
3dcca922 ThemeMusicTransitionEvent
03a37dff ThresholdIndicatorRanges
6f13a3fd ThrottlerData
4067a66e TimeDilation
8eba997b TimerSyncForReplay
b52f0137 Timing
8a555d20 TitleKey
2e5b1065 ToSlotId
4411eb7d ToggleShopButton
5ff07ba8 TooltipTraKey
a6517bab TotalNumberOfFrames
62f83433 TowerCFHRadius
b157685d TraKey
919de1f4 TrackDuration
88d10c22 TrackObjectiveSteal
053a1f33 TraitData
76de0c0d TraitsPerRow
8f80acad TransitionIn
b077b518 TransitionMaxAlpha
9200c8ce TransitionMinAlpha
8d6d21cf Transitional
7cd54d45 TriggeredFromScript
e241a860 TrueDamage
d5ce2141 TrueDamageCritical
0ea89fb1 TutorialRecItems
189cbd4b UVScroll
af2504aa UiSound
36cff9c0 Ult
86716d77 UnSlowable
3366a183 UncensoredImages
3d304c52 UndoButtonDefinition
bca3d385 UnifiedClock
ffe79444 UnifiedDeathEffect
e8b51a07 Unit
74908e87 UnitBarKey
144aef5a UnitTags
67b2a462 UnitUpgrades
8d0b4568 UnitsOnlyMoveForward
a9f84744 UnlimitedSpellBuffs
e8eebaa7 UnpurchaseableOverlay
68f017fa Unstoppable
